response_id,unique_species,study_id,origin,org_level,flux_pattern,secondary_temp,mean_temp_constant,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate,add_covariate_value,extra_covariate,extra_value,environment,duration,duration_units,experiment_type,stressful,shared_control,trait_directional
8,1,qu2014,table 2,0,1,27,27,6,24,hind-limb length,mm,7.2,7.1,0.05,0.07,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,8,positive
9,1,qu2014,table 2,0,1,27,27,6,24,maximal length,m,0.55,0.67,0.03,0.08,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,9,positive
10,1,qu2014,table 2,0,1,27,27,6,24,sprint speed,m * s^-1,0.43,0.43,0.01,0.02,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,10,positive
1,1,qu2014,table 2,0,1,27,27,10,24,body mass,g,0.71,0.67,0.02,0.01,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,1,positive
2,1,qu2014,table 2,0,1,27,27,10,24,snout-vent length,mm,31.3,30.8,0.2,0.3,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,2,positive
3,1,qu2014,table 2,0,1,27,27,10,24,abdomen length,mm,14,13.8,0.2,0.2,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,3,positive
4,1,qu2014,table 2,0,1,27,27,10,24,tail length,mm,37.6,36.9,0.5,0.6,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,4,positive
5,1,qu2014,table 2,0,1,27,27,10,24,head length,mm,7.2,7.1,0.03,0.05,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,5,positive
6,1,qu2014,table 2,0,1,27,27,10,24,head width,mm,5.2,5.1,0.04,0.04,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,6,positive
7,1,qu2014,table 2,0,1,27,27,10,24,fore-limb length,mm,6.2,6,0.04,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,7,positive
8,1,qu2014,table 2,0,1,27,27,10,24,hind-limb length,mm,7.2,7.1,0.05,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,8,positive
9,1,qu2014,table 2,0,1,27,27,10,24,maximal length,m,0.55,0.67,0.03,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,9,positive
10,1,qu2014,table 2,0,1,27,27,10,24,sprint speed,m * s^-1,0.43,0.46,0.01,0.03,20,20,0,0,Plestiodon,chinensis,1,1,2,,,,,terrestrial,26,days,acute,y,10,positive
1,1,kern2014,figure 2,0,1,24,24,14,24,body mass,g,0.2835443,0.25147679,0.00590717,0.00590717,91,107,1,0,Platyplectrum,ornatum,1,1,2,UV exposure,UV absence,,,aquatic,2,days,acute,n,1,positive
1,1,kern2014,figure 2,0,1,24,24,14,24,body mass,g,0.26666667,0.2419128,0.00646976,0.00618847,94,84,1,0,Platyplectrum,ornatum,1,1,2,UV exposure,UV presence,,,aquatic,2,days,acute,n,2,positive
1,1,pendlebury2004,figure 1a,0,1,20,18.3,10,24,daily energy expenditure,kJ *day^-1 *kg^-1,300.077042,354.559212,17.8571429,21.1038961,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,1,negative
1,1,pendlebury2004,figure 1a,0,1,20,18.3,10,24,daily energy expenditure,kJ *day^-1 *kg^-1,409.448602,414.417786,18.6688312,20.2922078,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,,,terrestrial,7,days,acute,n,2,negative
1,1,pendlebury2004,figure 1a,0,1,20,18.3,20,24,daily energy expenditure,kJ *day^-1 *kg^-1,300.077042,386.31411,17.8571429,23.538961,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,1,negative
1,1,pendlebury2004,figure 1a,0,1,20,18.3,20,24,daily energy expenditure,kJ *day^-1 *kg^-1,409.448602,478.640216,18.6688312,19.483271,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,,,terrestrial,7,days,acute,n,2,negative
2,1,pendlebury2004,figure 1b,0,1,20,18.3,10,24,egg mass,g,8.65806452,8.70967742,0.36129032,0.25806452,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,3,positive
2,1,pendlebury2004,figure 1b,0,1,20,18.3,10,24,egg mass,g,9.10967742,7.34193548,0.52903226,0.28387097,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,,,terrestrial,7,days,acute,n,4,positive
2,1,pendlebury2004,figure 1b,0,1,20,18.3,20,24,egg mass,g,8.65806452,8.52903226,0.36129032,0.33548387,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,3,positive
2,1,pendlebury2004,figure 1b,0,1,20,18.3,20,24,egg mass,g,9.10967742,6.7483871,0.52903226,0.49032258,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,,,terrestrial,7,days,acute,n,4,positive
1,1,semenov2007,figure 1a,1,1,37,7,14,24,survival,CFU * g dry weight manure^-1,26366509,18649907.9,4587583.94,,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,1,positive
1,1,semenov2007,figure 1a,1,1,37,16,14,24,survival,CFU * g dry weight manure^-1,8557183.15,3926313.4,1948886.11,1031123.62,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,2,positive
1,1,semenov2007,figure 1a,1,1,37,23,14,24,survival,CFU * g dry weight manure^-1,1168608.86,246023.982,181593.179,94114.1938,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,3,positive
1,1,semenov2007,figure 1b,1,1,37,7,14,24,survival,CFU * g dry weight manure^-1,70640961.8,38450824.8,,33960708,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,4,positive
1,1,semenov2007,figure 1b,1,1,37,16,14,24,survival,CFU * g dry weight manure^-1,10444025.5,6200872.91,2753380.32,1083019.7,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,5,positive
1,1,semenov2007,figure 1b,1,1,37,23,14,24,survival,CFU * g dry weight manure^-1,1684283.11,1415609.26,597246.494,456586.449,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,6,positive
1,1,semenov2007,figure 1c,1,1,37,7,14,24,survival,CFU * g dry weight manure^-1,1857022665,64040042.7,418897866,,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,7,positive
1,1,semenov2007,figure 1c,1,1,37,16,14,24,survival,CFU * g dry weight manure^-1,1095031275,1169769675,247011667,263870781,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,8,positive
1,1,semenov2007,figure 1c,1,1,37,23,14,24,survival,CFU * g dry weight manure^-1,73080125.3,196746407,14569949.5,20171870.1,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,9,positive
1,1,semenov2007,figure 1c,1,1,37,33,14,24,survival,CFU * g dry weight manure^-1,46034394.7,2875950.2,17521103.3,380867.753,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,10,positive
1,1,semenov2007,figure 1d,1,1,37,7,14,24,survival,CFU * g dry weight manure^-1,127427499,90133703.9,,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,11,positive
2,1,semenov2007,figure 1d,1,1,37,16,14,24,survival,CFU * g dry weight manure^-1,413562692,360073349,135588261,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,12,positive
2,1,semenov2007,figure 1d,1,1,37,23,14,24,survival,CFU * g dry weight manure^-1,826595874,313502206,213353715,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,13,positive
2,2,semenov2007,figure 1d,1,1,37,33,14,24,survival,CFU * g dry weight manure^-1,1541593693,254691844,492030392,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,14,positive
2,2,semenov2007,figure 2a,1,1,37,7,14,24,rate of change,1 day ^-1,-0.0503597,-0.0776978,0.01366907,0.01942446,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,15,positive
2,2,semenov2007,figure 2a,1,1,37,16,14,24,rate of change,1 day ^-1,-0.1064748,-0.1280576,0.0028777,0.00359712,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,16,positive
2,2,semenov2007,figure 2a,1,1,37,23,14,24,rate of change,1 day ^-1,-0.1611511,-0.1892086,,,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,17,positive
2,2,semenov2007,figure 2b,1,1,37,7,14,24,rate of change,1 day ^-1,-0.0185874,-0.0334572,0.00297398,0.00371747,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,18,positive
2,2,semenov2007,figure 2b,1,1,37,16,14,24,rate of change,1 day ^-1,-0.0572491,-0.067658,0.00297398,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,19,positive
2,2,semenov2007,figure 2b,1,1,37,23,14,24,rate of change,1 day ^-1,-0.0914498,-0.0988848,0.00743494,0.00669145,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,20,positive
2,2,semenov2007,figure 2c,1,1,37,7,14,24,rate of change,1 day ^-1,-0.054902,-0.0313725,0.03333333,,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,21,positive
2,2,semenov2007,figure 2c,1,1,37,16,14,24,rate of change,1 day ^-1,0.27254902,0.15686275,0.05882353,0.03235294,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,22,positive
2,2,semenov2007,figure 2c,1,1,37,23,14,24,rate of change,1 day ^-1,0.16078431,0,0.04901961,,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,23,positive
2,2,semenov2007,figure 2c,1,1,37,33,14,24,rate of change,1 day ^-1,-0.0470588,-0.1019608,0.00882353,,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,24,positive
2,2,semenov2007,figure 2d,1,1,37,7,14,24,rate of change,1 day ^-1,-0.1605263,-0.1144737,0.09671053,0.05986842,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,25,positive
2,2,semenov2007,figure 2d,1,1,37,16,14,24,rate of change,1 day ^-1,0.71447368,0.66842105,0.04144737,0.05986842,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,26,positive
2,2,semenov2007,figure 2d,1,1,37,23,14,24,rate of change,1 day ^-1,0.74210526,0.34605263,0.03914474,0.11513158,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,27,positive
2,2,semenov2007,figure 2d,1,1,37,33,14,24,rate of change,1 day ^-1,0.79736842,0.27236842,0.05986842,0.15427632,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,28,positive
1,2,triedel 2015,figure 2a,0,1,29.5,29.5,6,24,oxidative damage,nmol CHE / mgww,33.0413793,34.1793103,0.63103448,0.66896552,69,63,1,0,Trachemys,scripta,1,1,2,,,,,aquatic,61,days,acute,y,1,negative
2,2,triedel 2015,figure 2a,0,1,29.5,29.5,6,24,TAC,uM Trolox Equivalents/ mgww,5.43381509,5.54504947,0.00689655,0.00689655,69,63,1,0,Trachemys,scripta,1,1,2,,,,,aquatic,61,days,acute,y,2,negative
1,1,saxon2017,figure 1,0,1,20.5,24,6,24,total offspring,total offspring,175,108.962264,74.1905427,94.57256,1600,1600,1,1,Drosophila,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,1,positive
2,1,saxon2017,figure 1,0,1,20.5,24,6,24,offspring per mating,offspring per mating,66.1641626,48.0765352,22.0646178,30.3388495,1600,1600,1,1,Drosophila,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,2,positive
3,1,saxon2017,figure 1,0,1,20.5,24,6,24,wing centroid,wing centroid,1972.5,1925,61.1111111,59.2592593,1600,1600,1,1,Drosophila,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,3,positive
1,1,saxon2017,figure 1,0,1,20.5,17,6,24,total offspring,total offspring,83.8075264,81.6027526,65.8258683,72.3314409,1600,1600,1,1,Drosophila,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,4,positive
2,1,saxon2017,figure 1,0,1,20.5,17,6,24,offspring per mating,offspring per mating,54.9930256,54.9955464,32.3064944,37.0364146,1600,1600,1,1,Drosophila,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,5,positive
3,2,saxon2017,figure 1,0,1,20.5,17,6,24,wing centroid,wing centroid,2252.5,2207.5,70.3703704,79.6296296,1600,1600,1,1,Drosophila,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,6,positive
1,2,bernhardt_2018,Figure 2,1,1,16,5,10,24,population growth rate,population growth rate day^-1,0.28682171,0.33247423,0.18143125,0.12064243,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,1,positive
1,2,bernhardt_2018,Figure 2,1,1,16,10,10,24,population growth rate,population growth rate day^-1,0.58914729,0.71907216,0.04838167,0.09651394,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,2,positive
1,1,bernhardt_2018,Figure 2,1,1,16,15,10,24,population growth rate,population growth rate day^-1,1.04651163,0.88530928,0.13304958,0.0844497,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,3,positive
1,1,bernhardt_2018,Figure 2,1,1,16,20,10,24,population growth rate,population growth rate day^-1,1.31395349,1.2564433,0.25400374,0.31970243,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,4,positive
1,1,bernhardt_2018,Figure 2,1,1,16,24,10,24,population growth rate,population growth rate day^-1,1.46899225,1.15206186,0.2237652,0.28954182,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,5,positive
1,1,bernhardt_2018,Figure 2,1,1,16,27,10,24,population growth rate,population growth rate day^-1,1.5503876,0.80412371,0.09071562,0.69972607,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,6,positive
1,1,fabricio2019_thermal,Figure 2,0,1,25,20,10,24,RMR,ml O2 * kg^-1 *h^-1,13.1531532,11.8918919,8.27494161,3.0697364,13,13,1,1,Crotalus,durissus,1,2,2,,,,,terrestrial,4,days,acute,n,1,negative
1,1,bozinovic2016,Figure 4,1,1,24,20,10,24,Survival,percent,97.4217311,94.8434623,2.39410681,3.31491713,200,200,1,1,Drosophila,melanogaster,1,2,1,,,,,terrestrial,15,days,acute,n,1,positive
1,1,bahar2012,Table 2,0,1,16,7,14,24,Third instar to pupa,days,14.6,8.81,0.96,1.02,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,11,days,acute,n,1,positive
2,1,bahar2012,Table 2,0,1,16,7,14,24,Third instar to adult,days,35.1,25.55,1.37,1.85,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,30,days,acute,n,2,positive
3,1,bahar2012,Table 2,0,1,16,7,14,24,Adult eclosion to death,days,29.4,26.45,1.76,1.78,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,28,days,acute,n,3,positive
4,1,bahar2012,Table 2,0,1,16,7,14,24,pupal weight,mg,7.89,6.84,0.21,0.23,36,36,0,0,Plutella,xylostella,1,1,1,,,,,terrestrial,11,days,acute,n,4,positive
5,1,bahar2012,Table 2,0,1,16,7,14,24,adult weight,mg,0.83,0.71,0.04,0.05,36,36,0,0,Plutella,xylostella,1,2,1,,,,,terrestrial,30,days,acute,n,5,positive
1,1,bahar2012,Table 2,0,1,16,22,14,24,Third instar to pupa,days,3.6,3.18,0.22,0.18,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,3.5,days,acute,n,6,positive
2,1,bahar2012,Table 2,0,1,16,22,14,24,Third instar to adult,days,8.5,8,0.31,0.65,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,8.25,days,acute,n,7,positive
3,1,bahar2012,Table 2,0,1,16,22,14,24,Adult eclosion to death,days,7,7.8,0.64,0.53,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,7.4,days,acute,n,8,positive
4,1,bahar2012,Table 2,0,1,16,22,14,24,pupal weight,mg,5.65,6.08,0.21,0.19,36,36,0,0,Plutella,xylostella,1,1,1,,,,,terrestrial,8.25,days,acute,n,9,positive
5,1,bahar2012,Table 2,0,1,16,22,14,24,adult weight,mg,0.69,0.64,0.04,0.06,36,36,0,0,Plutella,xylostella,1,2,1,,,,,terrestrial,7.4,days,acute,n,10,positive
1,1,bahar2012,Table 2,0,1,16,30,14,24,Third instar to pupa,days,2.69,2.3,0.17,0.1,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,2.5,days,acute,n,11,positive
2,1,bahar2012,Table 2,0,1,16,30,14,24,Third instar to adult,days,6.08,6.31,0.24,0.25,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,6.2,days,acute,n,12,positive
3,1,bahar2012,Table 2,0,1,16,30,14,24,Adult eclosion to death,days,3.92,3.9,0.39,0.31,36,36,0,0,Plutella,xylostella,1,0,1,,,,,terrestrial,3.9,days,acute,n,13,positive
4,1,bahar2012,Table 2,0,1,16,30,14,24,pupal weight,mg,5.95,6.02,0.15,0.09,36,36,0,0,Plutella,xylostella,1,1,1,,,,,terrestrial,6.2,days,acute,n,14,positive
5,1,bahar2012,Table 2,0,1,16,30,14,24,adult weight,mg,0.69,0.7,0.06,0.04,36,36,0,0,Plutella,xylostella,1,2,1,,,,,terrestrial,3.9,days,acute,n,15,positive
1,1,bahar2012,Table 4,0,1,16,7,14,24,egg to pupa,days,15.1,12,0.97,0.68,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,13.5,days,acute,n,16,positive
2,1,bahar2012,Table 4,0,1,16,7,14,24,egg to adult,days,58.2,48,1.44,1.22,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,53,days,acute,n,17,positive
3,2,bahar2012,Table 4,0,1,16,7,14,24,Adult eclosion to death,days,11.15,9.26,0.92,0.58,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,10.25,days,acute,n,18,positive
4,2,bahar2012,Table 4,0,1,16,7,14,24,pupal weight,mg,4.63,4.53,0.15,0.13,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,13.5,days,acute,n,19,positive
5,2,bahar2012,Table 4,0,1,16,7,14,24,pupal shell weight,mg,0.83,0.86,0.03,0.03,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,13.5,days,acute,n,20,positive
6,2,bahar2012,Table 4,0,1,16,7,14,24,adult weight,mg,0.43,0.4,0.02,0.02,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,53,days,acute,n,21,positive
1,2,bahar2012,Table 4,0,1,16,22,14,24,egg to pupa,days,4.25,3.45,0.16,0.13,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,3.85,days,acute,n,22,positive
2,2,bahar2012,Table 4,0,1,16,22,14,24,egg to adult,days,13.14,11.42,0.3,0.57,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,12.28,days,acute,n,23,positive
3,2,bahar2012,Table 4,0,1,16,22,14,24,Adult eclosion to death,days,3.68,4.44,0.15,0.17,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,4.06,days,acute,n,24,positive
4,2,bahar2012,Table 4,0,1,16,22,14,24,pupal weight,mg,4.55,4.61,0.1,0.11,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,3.85,days,acute,n,25,positive
5,2,bahar2012,Table 4,0,1,16,22,14,24,pupal shell weight,mg,0.88,0.94,0.04,0.04,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,3.85,days,acute,n,26,positive
6,2,bahar2012,Table 4,0,1,16,22,14,24,adult weight,mg,0.39,0.41,0.01,0.02,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,12.28,days,acute,n,27,positive
1,2,bahar2012,Table 4,0,1,16,30,14,24,egg to pupa,days,3.26,2.56,0.17,0.17,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,2.91,days,acute,n,28,positive
2,2,bahar2012,Table 4,0,1,16,30,14,24,egg to adult,days,11.08,10.75,0.31,0.25,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,10.9,days,acute,n,29,positive
3,2,bahar2012,Table 4,0,1,16,30,14,24,Adult eclosion to death,days,2.77,2.25,0.26,0.48,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,2.5,days,acute,n,30,positive
4,2,bahar2012,Table 4,0,1,16,30,14,24,pupal weight,mg,3.79,3.29,0.22,0.19,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,2.91,days,acute,n,31,positive
5,2,bahar2012,Table 4,0,1,16,30,14,24,pupal shell weight,mg,1.02,0.95,0.09,0.1,36,36,0,0,Diadegma,insulare,1,1,1,,,,,terrestrial,2.91,days,acute,n,32,positive
6,2,bahar2012,Table 4,0,1,16,30,14,24,adult weight,mg,0.36,0.36,0.01,0.01,36,36,0,0,Diadegma,insulare,1,2,1,,,,,terrestrial,10.9,days,acute,n,33,positive
1,2,bahar2012,Figure 3,1,1,16,7,14,24,Larval mortaility,percent,2.7518797,2.7518797,2.79699248,2.79699248,36,36,1,0,Plutella,xylostella,1,0,1,,,,,terrestrial,13.5,days,acute,n,1,negative
1,2,bahar2012,Figure 3,1,1,16,22,14,24,Larval mortaility,percent,5.54887218,2.7518797,3.51879699,2.79699248,36,36,1,0,Plutella,xylostella,1,0,1,,,,,terrestrial,3.5,days,acute,n,2,negative
1,3,bahar2012,Figure 3,1,1,16,30,14,24,Larval mortaility,percent,8.30075188,11.0977444,3.78947368,5.59398496,36,36,1,0,Plutella,xylostella,1,0,1,,,,,terrestrial,2.5,days,acute,n,3,negative
1,3,bahar2012,Figure 4,1,1,16,7,14,24,Parasitism success,percent,55.5094488,66.7251545,10.1960371,5.88232907,36,36,1,0,Plutella,xylostella,1,1,1,,,,,terrestrial,30,days,acute,n,4,positive
1,3,bahar2012,Figure 4,1,1,16,22,14,24,Parasitism success,percent,66.764435,64.0583039,9.60780415,5.09801853,36,36,1,0,Plutella,xylostella,1,1,1,,,,,terrestrial,8.25,days,acute,n,5,positive
1,4,bahar2012,Figure 4,1,1,16,30,14,24,Parasitism success,percent,52.9211591,27.8621775,6.86271725,7.05879489,36,36,1,0,Plutella,xylostella,1,1,1,,,,,terrestrial,6.2,days,acute,n,6,positive
1,4,bahar2012,Figure 5,1,1,16,22,14,24,Mortaility,percent,8.41340306,16.5987088,4.76821192,6.88762515,36,36,1,0,Diadegma,insulare,1,0,1,,,,,terrestrial,12.28,days,acute,n,7,negative
1,4,bahar2012,Figure 5,1,1,16,30,14,24,Mortaility,percent,27.6983376,54.9566989,5.56291391,4.90066225,36,36,1,0,Diadegma,insulare,1,0,1,,,,,terrestrial,10.9,days,acute,n,8,negative
1,5,bahar2012,Figure 5,1,1,16,30,14,24,Mortaility,percent,7.16313015,4.75282523,7.15252581,4.76821192,36,36,1,0,Plutella,xylostella,1,0,1,,,,,terrestrial,6.2,days,acute,n,9,negative
1,5,delnat2019,Figure 1a,1,1,20,20,7,24,Mortaility,percent,0.5732154,0.55144772,0.49823786,0.24911893,35,35,1,0,Culex,pipiens,1,0,1,insecticide exposure,absence,,,terrestrial,6,days,acute,n,1,negative
1,5,delnat2019,Figure 1a,1,1,20,20,7,24,Mortaility,percent,52.2158109,65.1482275,4.23502177,3.98469353,35,36,1,0,Culex,pipiens,1,0,1,insecticide exposure,presence,,,terrestrial,6,days,acute,n,2,negative
1,1,delnat2019,Figure 1a,1,1,20,20,14,24,Mortaility,percent,0.5732154,0.77879898,0.49823786,0.49823786,35,35,1,0,Culex,pipiens,1,0,1,insecticide exposure,absence,,,terrestrial,6,days,acute,n,1,negative
1,1,delnat2019,Figure 1a,1,1,20,20,14,24,Mortaility,percent,52.2158109,68.3674245,4.23502177,3.86134338,35,31,1,0,Culex,pipiens,1,0,1,insecticide exposure,presence,,,terrestrial,6,days,acute,n,3,negative
1,1,delnat2019,Figure 1b,1,1,20,20,7,24,Mortaility,percent,1.99288256,3.48754448,0.99644128,1.61921708,26,23,1,0,Culex,pipiens,1,2,1,insecticide exposure,absence,sex,male,terrestrial,6,days,acute,n,4,negative
1,1,delnat2019,Figure 1b,1,1,20,20,7,24,Mortaility,percent,48.5765125,42.8469751,8.22064057,7.72241993,25,26,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,male,terrestrial,6,days,acute,n,3,negative
1,1,delnat2019,Figure 1b,1,1,20,20,14,24,Mortaility,percent,1.99288256,1.99288256,0.99644128,0.99644128,26,27,1,0,Culex,pipiens,1,2,1,insecticide exposure,absence,sex,male,terrestrial,6,days,acute,n,4,negative
1,1,delnat2019,Figure 1b,1,1,20,20,14,24,Mortaility,percent,48.5765125,57.544484,8.22064057,7.72241993,25,25,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,male,terrestrial,6,days,acute,n,5,negative
1,1,delnat2019,Figure 1c,1,1,20,20,7,24,Mortaility,percent,0.24911032,1.2455516,0.99644128,0.74733096,19,17,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,female,terrestrial,6,days,acute,n,6,negative
1,1,delnat2019,Figure 1c,1,1,20,20,14,24,Mortaility,percent,0.24911032,0.24911032,0.24911032,0.99644128,17,17,1,0,Culex,pipiens,1,2,1,insecticide exposure,absence,sex,female,terrestrial,6,days,acute,n,6,negative
1,1,delnat2019,Figure 1c,1,1,20,20,14,24,Mortaility,percent,0.24911032,0.24911032,0.99644128,0.99644128,19,17,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,female,terrestrial,6,days,acute,n,6,negative
1,1,dong2008,Table 2,0,1,18,18,4,24,Hexokinase,U mg * prot^-1,1.78,7.14,0.28,1.42,5,5,0,0,Apostichopus,japonicus,1,1,2,,,,,aquatic,35,days,acute,y,1,negative
1,1,dong2008,Table 2,0,1,18,18,8,24,Hexokinase,U mg * prot^-1,1.78,4.53,0.28,0.84,5,5,0,0,Apostichopus,japonicus,1,1,2,,,,,aquatic,35,days,acute,y,1,negative
1,1,dong2008,Table 2,0,1,18,18,12,24,Hexokinase,U mg * prot^-1,1.78,2.9,0.28,0.29,5,5,0,0,Apostichopus,japonicus,1,1,2,,,,,aquatic,35,days,acute,y,1,negative
