response_id,experiment_id,study_id,origin,org_level,flux_treatment,flux_pattern,temp_ini,mean_temp_constant,min_temp,max_temp,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate,add_covariate_value,extra_covariate,extra_value,add_info,time_point,time_units,same_mean..y.n.,stressful,environment,...39,...40,SD_constant,SD_variable,yi,vi,metric
1,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,body mass,g,0.71,0.7,0.02,0.01,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.08944271909999159,0.001,-0.15495937679945385,0.10030015510572594,size
2,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,snout-vent length,mm,31.3,30.7,0.2,0.3,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.894427190999916,0.1643167672515498,-0.9145100698137925,0.11045410834738535,size
3,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,abdomen length,mm,14,13.9,0.2,0.2,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.894427190999916,0.08944271909999159,-0.1541999794825151,0.10029722042090511,size
4,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,tail length,mm,37.6,37.2,0.5,0.5,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,2.23606797749979,0.3535533905932738,-0.24490804570711106,0.10074974938565096,size
5,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,head length,mm,7.2,7.2,0.03,0.05,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.1341640786499874,0.011180339887498949,0,0.1,size
6,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,head width,mm,5.2,5.1,0.04,0.03,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.17888543819998318,0.005196152422706632,-0.7745186261387154,0.10749848877794754,size
7,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,fore-limb length,mm,6.2,6.1,0.04,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.17888543819998318,0.014696938456699067,-0.7722433693037691,0.10745449776792047,size
8,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,hind-limb length,mm,7.2,7.1,0.05,0.07,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.223606797749979,0.018520259177452137,-0.6177609473187993,0.10477035735040276,size
9,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,maximal length,m,0.55,0.67,0.03,0.08,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.1341640786499874,0.02262741699796952,1.2224879065414271,0.11868095852050052,size
10,1,qu2014,table 2,0,1,1,NA,27,24,30,6,24,sprint speed,m * s^-1,0.43,0.43,0.01,0.02,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.044721359549995794,0.00282842712474619,0,0.1,energetics
1,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,body mass,g,0.71,0.67,0.02,0.01,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.08944271909999159,0.001,-0.6198375071978136,0.104802481691615,size
2,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,snout-vent length,mm,31.3,30.8,0.2,0.3,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.894427190999916,0.1643167672515498,-0.7620917248448252,0.10725979746346201,size
3,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,abdomen length,mm,14,13.8,0.2,0.2,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.894427190999916,0.08944271909999159,-0.3083999589650302,0.1011888816836204,size
4,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,tail length,mm,37.6,36.9,0.5,0.6,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,2.23606797749979,0.46475800154489,-0.4248339788409543,0.10225604886972296,size
5,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,head length,mm,7.2,7.1,0.03,0.05,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.1341640786499874,0.011180339887498949,-1.0295584057001919,0.11324988138434902,size
6,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,head width,mm,5.2,5.1,0.04,0.04,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.17888543819998318,0.008,-0.774071622316284,0.10748983595594205,size
7,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,fore-limb length,mm,6.2,6,0.04,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.17888543819998318,0.014696938456699067,-1.5444867386075314,0.12981799107168163,size
8,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,hind-limb length,mm,7.2,7.1,0.05,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.223606797749979,0.014696938456699067,-0.6185416357238902,0.10478242193904982,size
9,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,maximal length,m,0.55,0.67,0.03,0.06,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.1341640786499874,0.014696938456699067,1.2323802608354721,0.11898451384121134,size
10,1,qu2014,table 2,0,1,1,NA,27,22,32,10,24,sprint speed,m * s^-1,0.43,0.46,0.01,0.03,20,20,0,0,Plestiodon,chinensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.044721359549995794,0.005196152422706632,0.9236009621986183,0.11066298421717767,energetics
1,1,kern2014,figure 2,0,1,1,24,24,18,32,14,24,body mass,g,0.283544304,0.251476793,0.005907173,0.005907173,91,107,1,0,Platyplectrum,ornatum,1,1,2,UV exposure,UV absence,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,0.056350838942517426,4.5401430314276223e-4,-0.836541576857308,0.022101981668935646,size
1,1,kern2014,figure 2,0,1,1,24,24,18,32,14,24,body mass,g,0.266666667,0.241912799,0.006469761,0.006188467,94,84,1,0,Platyplectrum,ornatum,1,1,2,UV exposure,UV presence,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,0.06272666016399546,4.86826957854277e-4,-0.5405506152941827,0.023363832158267834,size
1,1,pendlebury2004,figure 1a,0,1,1,20,18.3,15,25,10,24,daily energy expenditure,kJ *day^-1 *kg^-1,300.0770416,354.559212,17.85714286,21.1038961,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,79.85957063777002,96.94913980521189,0.6012242585856957,0.104518382613899,energetics
1,1,pendlebury2004,figure 1a,0,1,1,20,18.3,15,25,10,24,daily energy expenditure,kJ *day^-1 *kg^-1,409.4486022,414.4177856,18.66883117,20.29220779,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,83.48955111317387,91.41005098909557,0.05563605458802251,0.10003869213212652,energetics
1,1,pendlebury2004,figure 1a,0,1,1,20,18.3,11.7,31.7,20,24,daily energy expenditure,kJ *day^-1 *kg^-1,300.0770416,386.3141096,17.85714286,23.53896104,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,79.85957063777002,114.20390001452391,0.8577455058435361,0.1091965919099348,energetics
1,1,pendlebury2004,figure 1a,0,1,1,20,18.3,11.7,31.7,20,24,daily energy expenditure,kJ *day^-1 *kg^-1,409.4486022,478.6402157,18.66883117,19.48327097,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,83.48955111317387,85.99888212169809,0.8001488664529158,0.10800297760607358,energetics
2,1,pendlebury2004,figure 1b,0,1,1,20,18.3,15,25,10,24,egg mass,g,8.658064516,8.709677419,0.361290323,0.258064516,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,1.6157394436817116,0.13109690519219658,0.04413184663781123,0.1000243452485958,size
2,1,pendlebury2004,figure 1b,0,1,1,20,18.3,15,25,10,24,egg mass,g,9.109677419,7.341935484,0.529032258,0.283870968,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,2.365904182356414,0.1512451538663064,-1.03353719341879,0.11335248912724988,size
2,1,pendlebury2004,figure 1b,0,1,1,20,18.3,11.7,31.7,20,24,egg mass,g,8.658064516,8.529032258,0.361290323,0.335483871,20,20,1,0,Coturnix,japonica,1,2,2,food level,high food,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,1.6157394436817116,0.1943155106624652,-0.10990027051838595,0.10015097586825018,size
2,1,pendlebury2004,figure 1b,0,1,1,20,18.3,11.7,31.7,20,24,egg mass,g,9.109677419,6.748387097,0.529032258,0.490322581,20,20,1,0,Coturnix,japonica,1,2,2,food level,low food,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,2.365904182356414,0.34333876578951084,-1.3690416853474068,0.12342843920273586,size
1,1,semenov2007,figure 1a,1,1,1,37,16,9,23,14,24,survival,CFU * g dry weight manure^-1,8557183.145,3926313.402,1948886.107,1031123.618,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,NA,NA,NA,14,days,y,n,terrestrial,NA,NA,1948886.107,1031123.618,-2.3699443790362724,1.1347196966438018,survivorship
1,1,semenov2007,figure 1a,1,1,1,37,23,16,30,14,24,survival,CFU * g dry weight manure^-1,1168608.855,246023.9821,181593.1785,94114.19375,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,NA,NA,NA,14,days,y,n,terrestrial,NA,NA,181593.1785,94114.19375,-5.089779359255805,2.8254878271588693,survivorship
1,1,semenov2007,figure 1b,1,1,1,37,16,9,23,14,24,survival,CFU * g dry weight manure^-1,10444025.52,6200872.908,2753380.321,1083019.7,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,NA,NA,NA,14,days,y,n,terrestrial,NA,NA,2753380.321,1083019.7,-1.61822749368168,0.8848883517756077,survivorship
1,1,semenov2007,figure 1b,1,1,1,37,23,16,30,14,24,survival,CFU * g dry weight manure^-1,1684283.113,1415609.264,597246.494,456586.4491,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,NA,NA,NA,14,days,y,n,terrestrial,NA,NA,597246.494,456586.4491,-0.4032637216922291,0.6802184691027556,survivorship
1,1,semenov2007,figure 1c,1,1,1,37,16,9,23,14,24,survival,CFU * g dry weight manure^-1,1095031275,1169769675,247011667.1,263870780.7,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,NA,NA,NA,14,days,y,n,terrestrial,NA,NA,247011667.1,263870780.7,0.23332244934247787,0.6712032804472644,survivorship
1,1,semenov2007,figure 1c,1,1,1,37,23,16,30,14,24,survival,CFU * g dry weight manure^-1,73080125.27,196746407,14569949.46,20171870.06,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,NA,NA,NA,14,days,y,n,terrestrial,NA,NA,14569949.46,20171870.06,5.607834367742403,3.2873171913360695,survivorship
1,1,semenov2007,figure 1c,1,1,1,37,33,26,40,14,24,survival,CFU * g dry weight manure^-1,46034394.72,2875950.203,17521103.29,380867.7531,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,NA,NA,NA,14,days,y,y,terrestrial,NA,NA,17521103.29,380867.7531,-2.778796926180148,1.310142696412353,survivorship
2,2,semenov2007,figure 2a,1,1,1,37,7,0,14,14,24,rate of change,1 day ^-1,-0.050359712,-0.077697842,0.013669065,0.01942446,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.013669065,0.01942446,-1.298749575959826,0.8072292050879856,energetics
2,2,semenov2007,figure 2a,1,1,1,37,16,9,23,14,24,rate of change,1 day ^-1,-0.10647482,-0.128057554,0.002877698,0.003597122,3,3,1,1,Escherichia,coli,3,1,0,manure type,untreated,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.002877698,0.003597122,-5.286696783990634,2.9957635738214092,energetics
2,2,semenov2007,figure 2b,1,1,1,37,7,0,14,14,24,rate of change,1 day ^-1,-0.018587361,-0.033457249,0.002973978,0.003717472,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.002973978,0.003717472,-3.5244642022493617,1.7018206594114358,energetics
2,2,semenov2007,figure 2b,1,1,1,37,23,16,30,14,24,rate of change,1 day ^-1,-0.091449814,-0.098884758,0.007434944,0.00669145,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.007434944,0.00669145,-0.8387176072124919,0.7252872687206873,energetics
2,2,semenov2007,figure 2c,1,1,1,37,16,9,23,14,24,rate of change,1 day ^-1,0.27254902,0.156862745,0.058823529,0.032352941,3,3,1,1,Escherichia,coli,3,1,0,manure type,sterilized,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.058823529,0.032352941,-1.9444507830349462,0.9817407373037679,energetics
2,2,semenov2007,figure 2d,1,1,1,37,7,0,14,14,24,rate of change,1 day ^-1,-0.160526316,-0.114473684,0.096710526,0.059868421,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.096710526,0.059868421,0.45686737585732706,0.6840606499268966,energetics
2,2,semenov2007,figure 2d,1,1,1,37,16,9,23,14,24,rate of change,1 day ^-1,0.714473684,0.668421053,0.041447368,0.059868421,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.041447368,0.059868421,-0.7136496402625516,0.7091079840872391,energetics
2,2,semenov2007,figure 2d,1,1,1,37,23,16,30,14,24,rate of change,1 day ^-1,0.742105263,0.346052632,0.039144737,0.115131579,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,0.039144737,0.115131579,-3.675016117411614,1.7921452886029279,energetics
2,2,semenov2007,figure 2d,1,1,1,37,33,26,40,14,24,rate of change,1 day ^-1,0.797368421,0.272368421,0.059868421,0.154276316,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,0.059868421,0.154276316,-3.5797668576906188,1.7345608962850139,energetics
1,1,triedel 2015,figure 2a,0,1,1,NA,29.5,25.7,31.7,6,24,oxidative damage,nmol CHE / mgww,33.04137931,34.17931034,0.631034483,0.668965517,69,63,1,0,Trachemys,scripta,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,5.24176609481197,0.5471489848739081,0.2969548932563921,0.03069979301373805,biochemistry
2,1,triedel 2015,figure 2a,0,1,1,NA,29.5,25.7,31.7,6,24,TAC,uM Trolox Equivalents/ mgww,5.433815088,5.545049465,0.006896552,0.006896552,69,63,1,0,Trachemys,scripta,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,0.05728706341505538,5.727274816308194e-4,2.6690790077553688,0.05735055263878149,biochemistry
1,1,saxon2017,figure 1,0,1,1,20.5,24,21,27,6,24,total offspring,total offspring,175,108.9622642,74.19054274,94.57255998,1600,1600,1,1,Drosophila,birchii,1,2,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,74.19054274,94.57255998,-0.7767805471763893,0.0013442793778861955,fecundity
2,1,saxon2017,figure 1,0,1,1,20.5,24,21,27,6,24,offspring per mating,offspring per mating,66.16416255,48.07653524,22.06461781,30.33884949,1600,1600,1,1,Drosophila,birchii,1,2,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,22.06461781,30.33884949,-0.6817143557658057,0.0013226147598214355,fecundity
3,1,saxon2017,figure 1,0,1,1,20.5,24,21,27,6,24,wing centroid,wing centroid,1972.5,1925,61.11111111,59.25925926,1600,1600,1,1,Drosophila,birchii,1,2,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,61.11111111,59.25925926,-0.7889522990954831,0.0013472571453512576,size
1,2,saxon2017,figure 1,0,1,1,20.5,17,14,20,6,24,total offspring,total offspring,83.80752638,81.60275261,65.82586826,72.33144087,1600,1600,1,1,Drosophila,birchii,1,2,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,65.82586826,72.33144087,-0.03187405694697592,0.001250158743047853,fecundity
2,2,saxon2017,figure 1,0,1,1,20.5,17,14,20,6,24,offspring per mating,offspring per mating,54.99302556,54.99554644,32.30649435,37.0364146,1600,1600,1,1,Drosophila,birchii,1,2,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,32.30649435,37.0364146,7.25220822283635e-5,0.0012500000008217895,fecundity
3,2,saxon2017,figure 1,0,1,1,20.5,17,14,20,6,24,wing centroid,wing centroid,2252.5,2207.5,70.37037037,79.62962963,1600,1600,1,1,Drosophila,birchii,1,2,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,70.37037037,79.62962963,-0.5987196796000508,0.0013060101960531856,size
1,1,bernhardt_2018,Figure 2,1,1,1,16,5,0,10,10,24,population growth rate,population growth rate day^-1,0.28682171,0.33247423,0.18143125,0.12064243,9,9,1,1,Tetraselmis,tetrahele,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,NA,aquatic,NA,NA,0.18143125,0.12064243,0.28217218562284563,0.22443392062053258,energetics
1,1,bernhardt_2018,Figure 2,1,1,1,16,10,5,15,10,24,population growth rate,population growth rate day^-1,0.58914729,0.71907216,0.04838167,0.09651394,9,9,1,1,Tetraselmis,tetrahele,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,NA,aquatic,NA,NA,0.04838167,0.09651394,1.6206541399866143,0.29518110670710423,energetics
1,1,bernhardt_2018,Figure 2,1,1,1,16,15,10,20,10,24,population growth rate,population growth rate day^-1,1.04651163,0.88530928,0.13304958,0.0844497,9,9,1,1,Tetraselmis,tetrahele,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,NA,aquatic,NA,NA,0.13304958,0.0844497,-1.377578196912461,0.27493671357246074,energetics
1,1,bernhardt_2018,Figure 2,1,1,1,16,20,15,25,10,24,population growth rate,population growth rate day^-1,1.31395349,1.2564433,0.25400374,0.31970243,9,9,1,1,Tetraselmis,tetrahele,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,NA,aquatic,NA,NA,0.25400374,0.31970243,-0.18967445922414294,0.22322156668005474,energetics
1,1,bernhardt_2018,Figure 2,1,1,1,16,24,19,29,10,24,population growth rate,population growth rate day^-1,1.46899225,1.15206186,0.2237652,0.28954182,9,9,1,1,Tetraselmis,tetrahele,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,NA,aquatic,NA,NA,0.2237652,0.28954182,-1.1663601704600957,0.26001100131210286,energetics
1,1,bernhardt_2018,Figure 2,1,1,1,16,27,22,32,10,24,population growth rate,population growth rate day^-1,1.5503876,0.80412371,0.09071562,0.69972607,9,9,1,1,Tetraselmis,tetrahele,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,NA,aquatic,NA,NA,0.09071562,0.69972607,-1.424336782262806,0.27857597970296566,energetics
1,1,fabricio2019_thermal,Figure 2,0,1,1,25,20,15,25,10,24,RMR,ml O2 * kg^-1 *h^-1,13.15315315,11.89189189,8.274941608,3.069736403,13,13,1,1,Crotalus,durissus,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,8.274941608,3.069736403,-0.19570244706842677,0.15458268168824174,energetics
1,1,bozinovic2016,Figure 4,1,1,1,NA,20,15,25,10,24,Survival,percent,97.42173112,94.84346225,2.394106814,3.314917127,200,200,1,1,Drosophila,melanogaster,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,2.394106814,3.314917127,-0.8900200804283311,0.010990169679457066,survivorship
1,1,bahar2012,Table 2,0,1,1,NA,7,0,14,14,24,Third instar to pupa,days,14.6,8.81,0.96,1.02,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,5.76,1.030149503712932,-1.3843193610015474,0.06886347286974814,development
2,1,bahar2012,Table 2,0,1,1,NA,7,0,14,14,24,Third instar to adult,days,35.1,25.55,1.37,1.85,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,8.22,2.516272044116057,-1.5541685860918528,0.0723294444027413,development
3,1,bahar2012,Table 2,0,1,1,NA,7,0,14,14,24,Adult eclosion to death,days,29.4,26.45,1.76,1.78,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,10.56,2.374816203414487,-0.3812955211641135,0.056565182461526475,survivorship
4,1,bahar2012,Table 2,0,1,1,NA,7,0,14,14,24,pupal weight,mg,7.89,6.84,0.21,0.23,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,1.26,0.11030412503619255,-1.1613897255400767,0.06492240343465315,size
5,1,bahar2012,Table 2,0,1,1,NA,7,0,14,14,24,adult weight,mg,0.83,0.71,0.04,0.05,36,36,0,0,Plutella,xylostella,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.24,0.011180339887498949,-0.6987411539755924,0.058946105557355154,size
1,1,bahar2012,Table 2,0,1,1,NA,22,15,29,14,24,Third instar to pupa,days,3.6,3.18,0.22,0.18,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,1.32,0.07636753236814713,-0.44439258644528445,0.05692697757560784,development
2,1,bahar2012,Table 2,0,1,1,NA,22,15,29,14,24,Third instar to adult,days,8.5,8,0.31,0.65,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,1.8599999999999999,0.5240467536394058,-0.3619818629322487,0.056465492146471535,development
3,1,bahar2012,Table 2,0,1,1,NA,22,15,29,14,24,Adult eclosion to death,days,7,7.8,0.64,0.53,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,3.84,0.38584582413186747,0.28999760115654055,0.05613957367136491,survivorship
4,1,bahar2012,Table 2,0,1,1,NA,22,15,29,14,24,pupal weight,mg,5.65,6.08,0.21,0.19,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,1.26,0.08281907992727279,0.4764077578963092,0.057131696887387416,size
5,1,bahar2012,Table 2,0,1,1,NA,22,15,29,14,24,adult weight,mg,0.69,0.64,0.04,0.06,36,36,0,0,Plutella,xylostella,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.24,0.014696938456699067,-0.2909129343937625,0.05614326621803881,size
1,1,bahar2012,Table 2,0,1,1,NA,30,23,37,14,24,Third instar to pupa,days,2.69,2.3,0.17,0.1,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,1.02,0.0316227766016838,-0.5346540585433143,0.05754065946053359,development
2,1,bahar2012,Table 2,0,1,1,NA,30,23,37,14,24,Third instar to adult,days,6.08,6.31,0.24,0.25,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,1.44,0.125,0.22261389916119664,0.05589970102847049,development
3,1,bahar2012,Table 2,0,1,1,NA,30,23,37,14,24,Adult eclosion to death,days,3.92,3.9,0.39,0.31,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,2.34,0.1726006952477307,-0.011924850935276328,0.05555654306992936,survivorship
4,1,bahar2012,Table 2,0,1,1,NA,30,23,37,14,24,pupal weight,mg,5.95,6.02,0.15,0.09,36,36,0,0,Plutella,xylostella,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.8999999999999999,0.027,0.10876201210834112,0.05563770260609621,size
5,1,bahar2012,Table 2,0,1,1,NA,30,23,37,14,24,adult weight,mg,0.69,0.7,0.06,0.04,36,36,0,0,Plutella,xylostella,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.36,0.008,0.038851459661944844,0.05556603774942961,size
1,2,bahar2012,Table 4,0,1,1,NA,7,0,14,14,24,egg to pupa,days,15.1,12,0.97,0.68,36,36,0,0,Diadegma,insulare,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,5.82,0.5607423650840019,-0.7417359223944431,0.059376195684516214,development
2,2,bahar2012,Table 4,0,1,1,NA,7,0,14,14,24,egg to adult,days,58.2,48,1.44,1.22,36,36,0,0,Diadegma,insulare,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,8.64,1.3475340440968457,-1.6318664007504875,0.07404852742984966,development
3,2,bahar2012,Table 4,0,1,1,NA,7,0,14,14,24,Adult eclosion to death,days,11.15,9.26,0.92,0.58,36,36,0,0,Diadegma,insulare,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,5.5200000000000005,0.44171484014010665,-0.47747841287326437,0.057138789130277576,survivorship
4,2,bahar2012,Table 4,0,1,1,NA,7,0,14,14,24,pupal weight,mg,4.63,4.53,0.15,0.13,36,36,0,0,Diadegma,insulare,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.8999999999999999,0.04687216658103187,-0.1552338243874167,0.055722899584957936,size
5,2,bahar2012,Table 4,0,1,1,NA,7,0,14,14,24,pupal shell weight,mg,0.83,0.86,0.03,0.03,36,36,0,0,Diadegma,insulare,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.18,0.005196152422706632,0.23306921663522898,0.05593278652599277,size
6,2,bahar2012,Table 4,0,1,1,NA,7,0,14,14,24,adult weight,mg,0.43,0.4,0.02,0.02,36,36,0,0,Diadegma,insulare,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,NA,NA,0.12,0.00282842712474619,-0.3496523507112767,0.05640456087748556,size
