response_id,unique_species,study_id,origin,org_level,flux_pattern,secondary_temp,mean_temp_constant,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate ,add_covariate_value,extra_covariate ,extra_value,environment,duration,duration_units,experiment_type,stressful,trait_directionality,shared_control,trait_directional
10,1,qu2014,table 2 ,0,1,27,27,6,24,sprint speed ,m * s^-1,0.43,0.43,0.01,0.02,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,10,positive
1,1,qu2014,table 2 ,0,1,27,27,10,24,body mass ,g ,0.71,0.67,0.02,0.01,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,1,positive
2,1,qu2014,table 2 ,0,1,27,27,10,24,snout-vent length,mm,31.3,30.8,0.2,0.3,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,2,positive
3,1,qu2014,table 2 ,0,1,27,27,10,24,abdomen length,mm,14,13.8,0.2,0.2,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,3,positive
4,1,qu2014,table 2 ,0,1,27,27,10,24,tail length,mm,37.6,36.9,0.5,0.6,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,4,positive
5,1,qu2014,table 2 ,0,1,27,27,10,24,head length,mm,7.2,7.1,0.03,0.05,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,5,positive
6,1,qu2014,table 2 ,0,1,27,27,10,24,head width,mm,5.2,5.1,0.04,0.04,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,6,positive
7,1,qu2014,table 2 ,0,1,27,27,10,24,fore-limb length,mm,6.2,6,0.04,0.06,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,7,positive
8,1,qu2014,table 2 ,0,1,27,27,10,24,hind-limb length,mm,7.2,7.1,0.05,0.06,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,8,positive
9,1,qu2014,table 2 ,0,1,27,27,10,24,maximal length ,m,0.55,0.67,0.03,0.06,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,n,positive,9,positive
10,1,qu2014,table 2 ,0,1,27,27,10,24,sprint speed ,m * s^-1,0.43,0.46,0.01,0.03,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,terrestrial,26,days,acute,y,positive,10,positive
1,1,kern2014,figure 2,0,1,24,24,14,24,body mass ,g ,0.283544304,0.251476793,0.005907173,0.005907173,91,107,1,0,Platyplectrum ,ornatum,1,1,2,UV exposure,UV absence,,,aquatic,2,days,acute,n,positive,1,positive
1,1,kern2014,figure 2,0,1,24,24,14,24,body mass ,g ,0.266666667,0.241912799,0.006469761,0.006188467,94,84,1,0,Platyplectrum ,ornatum,1,1,2,UV exposure,UV presence,,,aquatic,2,days,acute,n,positive,2,positive
1,1,pendlebury2004,figure 1a,0,1,20,18.3,10,24,daily energy expenditure,kJ *day^-1 *kg^-1,300.0770416,354.559212,17.85714286,21.1038961,20,20,1,0,Coturnix ,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,negative,1,negative
1,1,pendlebury2004,figure 1a,0,1,20,18.3,10,24,daily energy expenditure,kJ *day^-1 *kg^-1,409.4486022,414.4177856,18.66883117,20.29220779,20,20,1,0,Coturnix ,japonica,1,2,2,food level,low food ,,,terrestrial,7,days,acute,n,negative,2,negative
1,1,pendlebury2004,figure 1a,0,1,20,18.3,20,24,daily energy expenditure,kJ *day^-1 *kg^-1,300.0770416,386.3141096,17.85714286,23.53896104,20,20,1,0,Coturnix ,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,negative,1,negative
1,1,pendlebury2004,figure 1a,0,1,20,18.3,20,24,daily energy expenditure,kJ *day^-1 *kg^-1,409.4486022,478.6402157,18.66883117,19.48327097,20,20,1,0,Coturnix ,japonica,1,2,2,food level,low food ,,,terrestrial,7,days,acute,n,negative,2,negative
2,1,pendlebury2004,figure 1b,0,1,20,18.3,10,24,egg mass,g ,8.658064516,8.709677419,0.361290323,0.258064516,20,20,1,0,Coturnix ,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,positive,3,positive
2,1,pendlebury2004,figure 1b,0,1,20,18.3,10,24,egg mass,g ,9.109677419,7.341935484,0.529032258,0.283870968,20,20,1,0,Coturnix ,japonica,1,2,2,food level,low food ,,,terrestrial,7,days,acute,n,positive,4,positive
2,1,pendlebury2004,figure 1b,0,1,20,18.3,20,24,egg mass,g ,8.658064516,8.529032258,0.361290323,0.335483871,20,20,1,0,Coturnix ,japonica,1,2,2,food level,high food,,,terrestrial,7,days,acute,n,positive,3,positive
2,1,pendlebury2004,figure 1b,0,1,20,18.3,20,24,egg mass,g ,9.109677419,6.748387097,0.529032258,0.490322581,20,20,1,0,Coturnix ,japonica,1,2,2,food level,low food ,,,terrestrial,7,days,acute,n,positive,4,positive
1,1,semenov2007,figure 1a,1,1,37,7,14,24,survival ,CFU * g dry weight manure^-1,26366508.99,18649907.91,4587583.937,,3,3,1,1,Escherichia ,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,1,positive
1,1,semenov2007,figure 1a,1,1,37,16,14,24,survival ,CFU * g dry weight manure^-1,8557183.145,3926313.402,1948886.107,1031123.618,3,3,1,1,Escherichia ,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,2,positive
1,1,semenov2007,figure 1a,1,1,37,23,14,24,survival ,CFU * g dry weight manure^-1,1168608.855,246023.9821,181593.1785,94114.19375,3,3,1,1,Escherichia ,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,3,positive
1,1,semenov2007,figure 1b,1,1,37,7,14,24,survival ,CFU * g dry weight manure^-1,70640961.82,38450824.82,,33960708,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,4,positive
1,1,semenov2007,figure 1b,1,1,37,16,14,24,survival ,CFU * g dry weight manure^-1,10444025.52,6200872.908,2753380.321,1083019.7,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,5,positive
1,1,semenov2007,figure 1b,1,1,37,23,14,24,survival ,CFU * g dry weight manure^-1,1684283.113,1415609.264,597246.494,456586.4491,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,6,positive
1,1,semenov2007,figure 1c,1,1,37,7,14,24,survival ,CFU * g dry weight manure^-1,1857022665,64040042.71,418897865.9,,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,7,positive
1,1,semenov2007,figure 1c,1,1,37,16,14,24,survival ,CFU * g dry weight manure^-1,1095031275,1169769675,247011667.1,263870780.7,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,8,positive
1,1,semenov2007,figure 1c,1,1,37,23,14,24,survival ,CFU * g dry weight manure^-1,73080125.27,196746407,14569949.46,20171870.06,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,9,positive
1,1,semenov2007,figure 1c,1,1,37,33,14,24,survival ,CFU * g dry weight manure^-1,46034394.72,2875950.203,17521103.29,380867.7531,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,10,positive
1,1,semenov2007,figure 1d ,1,1,37,7,14,24,survival ,CFU * g dry weight manure^-1,127427498.6,90133703.9,,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,11,positive
2,1,semenov2007,figure 1d ,1,1,37,16,14,24,survival ,CFU * g dry weight manure^-1,413562691.8,360073348.5,135588260.7,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,12,positive
2,1,semenov2007,figure 1d ,1,1,37,23,14,24,survival ,CFU * g dry weight manure^-1,826595873.9,313502206.3,213353714.5,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,13,positive
2,2,semenov2007,figure 1d ,1,1,37,33,14,24,survival ,CFU * g dry weight manure^-1,1541593693,254691843.9,492030391.8,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,14,positive
2,2,semenov2007,figure 2a,1,1,37,7,14,24,rate of change,1 day ^-1,-0.050359712,-0.077697842,0.013669065,0.01942446,3,3,1,1,Escherichia ,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,15,positive
2,2,semenov2007,figure 2a,1,1,37,16,14,24,rate of change,1 day ^-1,-0.10647482,-0.128057554,0.002877698,0.003597122,3,3,1,1,Escherichia ,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,16,positive
2,2,semenov2007,figure 2a,1,1,37,23,14,24,rate of change,1 day ^-1,-0.161151079,-0.189208633,,,3,3,1,1,Escherichia ,coli,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,17,positive
2,2,semenov2007,figure 2b,1,1,37,7,14,24,rate of change,1 day ^-1,-0.018587361,-0.033457249,0.002973978,0.003717472,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,18,positive
2,2,semenov2007,figure 2b,1,1,37,16,14,24,rate of change,1 day ^-1,-0.057249071,-0.067657993,0.002973978,,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,19,positive
2,2,semenov2007,figure 2b,1,1,37,23,14,24,rate of change,1 day ^-1,-0.091449814,-0.098884758,0.007434944,0.00669145,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,untreated,,,terrestrial,14,days,acute,n,positive,20,positive
2,2,semenov2007,figure 2c ,1,1,37,7,14,24,rate of change,1 day ^-1,-0.054901961,-0.031372549,0.033333333,,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,21,positive
2,2,semenov2007,figure 2c ,1,1,37,16,14,24,rate of change,1 day ^-1,0.27254902,0.156862745,0.058823529,0.032352941,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,22,positive
2,2,semenov2007,figure 2c ,1,1,37,23,14,24,rate of change,1 day ^-1,0.160784314,0,0.049019608,,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,23,positive
2,2,semenov2007,figure 2c ,1,1,37,33,14,24,rate of change,1 day ^-1,-0.047058824,-0.101960784,0.008823529,,3,3,1,1,Escherichia ,coli,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,24,positive
2,2,semenov2007,figure 2d,1,1,37,7,14,24,rate of change,1 day ^-1,-0.160526316,-0.114473684,0.096710526,0.059868421,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,25,positive
2,2,semenov2007,figure 2d,1,1,37,16,14,24,rate of change,1 day ^-1,0.714473684,0.668421053,0.041447368,0.059868421,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,26,positive
2,2,semenov2007,figure 2d,1,1,37,23,14,24,rate of change,1 day ^-1,0.742105263,0.346052632,0.039144737,0.115131579,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,27,positive
2,2,semenov2007,figure 2d,1,1,37,33,14,24,rate of change,1 day ^-1,0.797368421,0.272368421,0.059868421,0.154276316,3,3,1,1,Salmonella,enetrica,3,1,0,manure type,sterilized,,,terrestrial,14,days,acute,n,positive,28,positive
1,2,triedel 2015,figure 2a,0,1,29.5,29.5,6,24,oxidative damage ,nmol CHE / mgww,33.04137931,34.17931034,0.631034483,0.668965517,69,63,1,0,Trachemys,scripta,1,1,2,,,,,aquatic,61,days,acute,y,negative,1,negative
2,2,triedel 2015,figure 2a,0,1,29.5,29.5,6,24,TAC,uM Trolox Equivalents/ mgww,5.433815088,5.545049465,0.006896552,0.006896552,69,63,1,0,Trachemys,scripta,1,1,2,,,,,aquatic,61,days,acute,y,negative,2,negative
1,1,saxon2017,figure 1,0,1,20.5,24,6,24,total offspring,total offspring,175,108.9622642,74.19054274,94.57255998,1600,1600,1,1,Drosophila ,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,positive,1,positive
2,1,saxon2017,figure 1,0,1,20.5,24,6,24,offspring per mating,offspring per mating,66.16416255,48.07653524,22.06461781,30.33884949,1600,1600,1,1,Drosophila ,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,positive,2,positive
3,1,saxon2017,figure 1,0,1,20.5,24,6,24,wing centroid,wing centroid,1972.5,1925,61.11111111,59.25925926,1600,1600,1,1,Drosophila ,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,positive,3,positive
1,1,saxon2017,figure 1,0,1,20.5,17,6,24,total offspring,total offspring,83.80752638,81.60275261,65.82586826,72.33144087,1600,1600,1,1,Drosophila ,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,positive,4,positive
2,1,saxon2017,figure 1,0,1,20.5,17,6,24,offspring per mating,offspring per mating,54.99302556,54.99554644,32.30649435,37.0364146,1600,1600,1,1,Drosophila ,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,positive,5,positive
3,2,saxon2017,figure 1,0,1,20.5,17,6,24,wing centroid,wing centroid,2252.5,2207.5,70.37037037,79.62962963,1600,1600,1,1,Drosophila ,birchii,1,2,1,,,,,terrestrial,12,hours,acute,n,positive,6,positive
1,2,bernhardt_2018,Figure 2,1,1,16,5,10,24,population growth rate ,population growth rate day^-1,0.28682171,0.33247423,0.18143125,0.12064243,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,positive,1,positive
1,2,bernhardt_2018,Figure 2,1,1,16,10,10,24,population growth rate ,population growth rate day^-1,0.58914729,0.71907216,0.04838167,0.09651394,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,positive,2,positive
1,1,bernhardt_2018,Figure 2,1,1,16,15,10,24,population growth rate ,population growth rate day^-1,1.04651163,0.88530928,0.13304958,0.0844497,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,positive,3,positive
1,1,bernhardt_2018,Figure 2,1,1,16,20,10,24,population growth rate ,population growth rate day^-1,1.31395349,1.2564433,0.25400374,0.31970243,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,positive,4,positive
1,1,bernhardt_2018,Figure 2,1,1,16,24,10,24,population growth rate ,population growth rate day^-1,1.46899225,1.15206186,0.2237652,0.28954182,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,positive,5,positive
1,1,bernhardt_2018,Figure 2,1,1,16,27,10,24,population growth rate ,population growth rate day^-1,1.5503876,0.80412371,0.09071562,0.69972607,9,9,1,1,Tetraselmis,tetrahele,1,1,1,,,,,aquatic,7,days,acute,n,positive,6,positive
1,1,fabricio2019_thermal,Figure 2 ,0,1,25,20,10,24,RMR,ml O2 * kg^-1 *h^-1,13.15315315,11.89189189,8.274941608,3.069736403,13,13,1,1,Crotalus,durissus,1,2,2,,,,,terrestrial,4,days ,acute,n,positive,1,negative
1,1,bozinovic2016,Figure 4,1,1,24,20,10,24,Survival ,percent,97.42173112,94.84346225,2.394106814,3.314917127,200,200,1,1,Drosophila ,melanogaster,1,2,1,,,,,terrestrial,15,days,acute,n,positive,1,positive
1,1,bahar2012,Table 2 ,0,1,16,7,14,24,Third instar to pupa,days ,14.6,8.81,0.96,1.02,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,11,days,acute,n,positive,1,positive
2,1,bahar2012,Table 2 ,0,1,16,7,14,24,Third instar to adult,days ,35.1,25.55,1.37,1.85,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,30,days,acute,n,positive,2,positive
3,1,bahar2012,Table 2 ,0,1,16,7,14,24,Adult eclosion to death,days ,29.4,26.45,1.76,1.78,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,28,days,acute,n,positive,3,positive
4,1,bahar2012,Table 2 ,0,1,16,7,14,24,pupal weight,mg,7.89,6.84,0.21,0.23,36,36,0,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,11,days,acute,n,positive,4,positive
5,1,bahar2012,Table 2 ,0,1,16,7,14,24,adult weight,mg,0.83,0.71,0.04,0.05,36,36,0,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,30,days,acute,n,positive,5,positive
1,1,bahar2012,Table 2 ,0,1,16,22,14,24,Third instar to pupa,days ,3.6,3.18,0.22,0.18,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3.5,days,acute,n,positive,6,positive
2,1,bahar2012,Table 2 ,0,1,16,22,14,24,Third instar to adult,days ,8.5,8,0.31,0.65,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,8.25,days,acute,n,positive,7,positive
3,1,bahar2012,Table 2 ,0,1,16,22,14,24,Adult eclosion to death,days ,7,7.8,0.64,0.53,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,7.4,days,acute,n,positive,8,positive
4,1,bahar2012,Table 2 ,0,1,16,22,14,24,pupal weight,mg,5.65,6.08,0.21,0.19,36,36,0,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8.25,days,acute,n,positive,9,positive
5,1,bahar2012,Table 2 ,0,1,16,22,14,24,adult weight,mg,0.69,0.64,0.04,0.06,36,36,0,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,7.4,days,acute,n,positive,10,positive
1,1,bahar2012,Table 2 ,0,1,16,30,14,24,Third instar to pupa,days ,2.69,2.3,0.17,0.1,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,2.5,days,acute,n,positive,11,positive
2,1,bahar2012,Table 2 ,0,1,16,30,14,24,Third instar to adult,days ,6.08,6.31,0.24,0.25,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,6.2,days,acute,n,positive,12,positive
3,1,bahar2012,Table 2 ,0,1,16,30,14,24,Adult eclosion to death,days ,3.92,3.9,0.39,0.31,36,36,0,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3.9,days,acute,n,positive,13,positive
4,1,bahar2012,Table 2 ,0,1,16,30,14,24,pupal weight,mg,5.95,6.02,0.15,0.09,36,36,0,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,6.2,days,acute,n,positive,14,positive
5,1,bahar2012,Table 2 ,0,1,16,30,14,24,adult weight,mg,0.69,0.7,0.06,0.04,36,36,0,0,Plutella ,xylostella,1,2,1,,,,,terrestrial,3.9,days,acute,n,positive,15,positive
1,1,bahar2012,Table 4,0,1,16,7,14,24,egg to pupa,days ,15.1,12,0.97,0.68,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,13.5,days,acute,n,positive,16,positive
2,1,bahar2012,Table 4,0,1,16,7,14,24,egg to adult ,days ,58.2,48,1.44,1.22,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,53,days,acute,n,positive,17,positive
3,2,bahar2012,Table 4,0,1,16,7,14,24,Adult eclosion to death,days ,11.15,9.26,0.92,0.58,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,10.25,days,acute,n,positive,18,positive
4,2,bahar2012,Table 4,0,1,16,7,14,24,pupal weight,mg,4.63,4.53,0.15,0.13,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,13.5,days,acute,n,positive,19,positive
5,2,bahar2012,Table 4,0,1,16,7,14,24,pupal shell weight ,mg,0.83,0.86,0.03,0.03,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,13.5,days,acute,n,positive,20,positive
6,2,bahar2012,Table 4,0,1,16,7,14,24,adult weight,mg,0.43,0.4,0.02,0.02,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,53,days,acute,n,positive,21,positive
1,2,bahar2012,Table 4,0,1,16,22,14,24,egg to pupa,days ,4.25,3.45,0.16,0.13,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,3.85,days,acute,n,positive,22,positive
2,2,bahar2012,Table 4,0,1,16,22,14,24,egg to adult ,days ,13.14,11.42,0.3,0.57,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,12.28,days,acute,n,positive,23,positive
3,2,bahar2012,Table 4,0,1,16,22,14,24,Adult eclosion to death,days ,3.68,4.44,0.15,0.17,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,4.06,days,acute,n,positive,24,positive
4,2,bahar2012,Table 4,0,1,16,22,14,24,pupal weight,mg,4.55,4.61,0.1,0.11,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,3.85,days,acute,n,positive,25,positive
5,2,bahar2012,Table 4,0,1,16,22,14,24,pupal shell weight ,mg,0.88,0.94,0.04,0.04,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,3.85,days,acute,n,positive,26,positive
6,2,bahar2012,Table 4,0,1,16,22,14,24,adult weight,mg,0.39,0.41,0.01,0.02,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,12.28,days,acute,n,positive,27,positive
1,2,bahar2012,Table 4,0,1,16,30,14,24,egg to pupa,days ,3.26,2.56,0.17,0.17,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,2.91,days ,acute,n,positive,28,positive
2,2,bahar2012,Table 4,0,1,16,30,14,24,egg to adult ,days ,11.08,10.75,0.31,0.25,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,10.9,days ,acute,n,positive,29,positive
3,2,bahar2012,Table 4,0,1,16,30,14,24,Adult eclosion to death,days ,2.77,2.25,0.26,0.48,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,2.5,days ,acute,n,positive,30,positive
4,2,bahar2012,Table 4,0,1,16,30,14,24,pupal weight,mg,3.79,3.29,0.22,0.19,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,2.91,days ,acute,n,positive,31,positive
5,2,bahar2012,Table 4,0,1,16,30,14,24,pupal shell weight ,mg,1.02,0.95,0.09,0.1,36,36,0,0,Diadegma ,insulare,1,1,1,,,,,terrestrial,2.91,days ,acute,n,positive,32,positive
6,2,bahar2012,Table 4,0,1,16,30,14,24,adult weight,mg,0.36,0.36,0.01,0.01,36,36,0,0,Diadegma ,insulare,1,2,1,,,,,terrestrial,10.9,days ,acute,n,positive,33,positive
1,2,bahar2012,Figure 3,1,1,16,7,14,24,Larval mortaility ,percent,2.7518797,2.7518797,2.79699248,2.79699248,36,36,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,13.5,days ,acute,n,negative,1,negative
1,2,bahar2012,Figure 3,1,1,16,22,14,24,Larval mortaility ,percent,5.54887218,2.7518797,3.51879699,2.79699248,36,36,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,3.5,days ,acute,n,negative,2,negative
1,3,bahar2012,Figure 3,1,1,16,30,14,24,Larval mortaility ,percent,8.30075188,11.0977444,3.78947368,5.59398496,36,36,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,2.5,days ,acute,n,negative,3,negative
1,3,bahar2012,Figure 4,1,1,16,7,14,24,Parasitism success,percent,55.5094488,66.7251545,10.1960371,5.88232907,36,36,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,30,days,acute,n,positive,4,positive
1,3,bahar2012,Figure 4,1,1,16,22,14,24,Parasitism success,percent,66.764435,64.0583039,9.60780415,5.09801853,36,36,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,8.25,days,acute,n,positive,5,positive
1,4,bahar2012,Figure 4,1,1,16,30,14,24,Parasitism success,percent,52.9211591,27.8621775,6.86271725,7.05879489,36,36,1,0,Plutella ,xylostella,1,1,1,,,,,terrestrial,6.2,days,acute,n,positive,6,positive
1,4,bahar2012,Figure 5,1,1,16,22,14,24,Mortaility ,percent,8.41340306,16.5987088,4.76821192,6.88762515,36,36,1,0,Diadegma ,insulare,1,0,1,,,,,terrestrial,12.28,days,acute,n,negative,7,negative
1,4,bahar2012,Figure 5,1,1,16,30,14,24,Mortaility ,percent,27.6983376,54.9566989,5.56291391,4.90066225,36,36,1,0,Diadegma ,insulare,1,0,1,,,,,terrestrial,10.9,days ,acute,n,negative,8,negative
1,5,bahar2012,Figure 5,1,1,16,30,14,24,Mortaility ,percent,7.16313015,4.75282523,7.15252581,4.76821192,36,36,1,0,Plutella ,xylostella,1,0,1,,,,,terrestrial,6.2,days,acute,n,negative,9,negative
1,5,delnat2019,Figure 1a,1,1,20,20,7,24,Mortaility ,percent,0.573215396,0.551447723,0.498237855,0.249118928,35,35,1,0,Culex,pipiens,1,0,1,insecticide exposure,absence,,,terrestrial,6,days,acute,n,negative,1,negative
1,5,delnat2019,Figure 1a,1,1,20,20,7,24,Mortaility ,percent,52.21581093,65.14822749,4.235021768,3.984693525,35,36,1,0,Culex,pipiens,1,0,1,insecticide exposure,presence,,,terrestrial,6,days,acute,n,negative,2,negative
1,1,delnat2019,Figure 1a,1,1,20,20,14,24,Mortaility ,percent,0.573215396,0.778798977,0.498237855,0.49823786,35,35,1,0,Culex,pipiens,1,0,1,insecticide exposure,absence,,,terrestrial,6,days,acute,n,negative,1,negative
1,1,delnat2019,Figure 1a,1,1,20,20,14,24,Mortaility ,percent,52.21581093,68.3674245,4.235021768,3.861343376,35,31,1,0,Culex,pipiens,1,0,1,insecticide exposure,presence,,,terrestrial,6,days,acute,n,negative,3,negative
1,1,delnat2019,Figure 1b,1,1,20,20,7,24,Mortaility ,percent,1.992882562,3.487544484,0.996441281,1.619217082,26,23,1,0,Culex,pipiens,1,2,1,insecticide exposure,absence,sex,male,terrestrial,6,days,acute,n,negative,4,negative
1,1,delnat2019,Figure 1b,1,1,20,20,7,24,Mortaility ,percent,48.57651246,42.84697509,8.220640569,7.722419929,25,26,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,male,terrestrial,6,days,acute,n,negative,3,negative
1,1,delnat2019,Figure 1b,1,1,20,20,14,24,Mortaility ,percent,1.992882562,1.99288256,0.996441281,0.996441281,26,27,1,0,Culex,pipiens,1,2,1,insecticide exposure,absence,sex,male,terrestrial,6,days,acute,n,negative,4,negative
1,1,delnat2019,Figure 1b,1,1,20,20,14,24,Mortaility ,percent,48.57651246,57.544484,8.220640569,7.722419929,25,25,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,male,terrestrial,6,days,acute,n,negative,5,negative
1,1,delnat2019,Figure 1c,1,1,20,20,7,24,Mortaility ,percent,0.24911032,1.245551601,0.996441281,0.747330961,19,17,1,0,Culex,pipiens,1,2,1,insecticide exposure,presence,sex,female,terrestrial,6,days,acute,n,negative,6,negative
1,1,delnat2019,Figure 1c,1,1,20,20,14,24,Mortaility ,percent,0.24911032,0.24911032,0.24911032,0.996441281,17,17,1,0,Culex,pipiens,1,2,1,insecticide exposure,absence,sex,female,terrestrial,6,days,acute,n,negative,6,negative
